code,description,type,parent,is_billable
02.96.1C,Rimozione di elettrodo(i) già impiantati di neurostimolatore intracranico [craniotomia],procedura,02.96,1
02.96.20,Rimozione di estensioni di collegamento di sistema di neurostimolazinoe cerebrale profonda,procedura,02.96,1
02.96.30,Altri interventi di rimozione/revisione di sistema di neurostimolazione intracranica,procedura,02.96,1
02.98,Controllo / programmazione di neurostimolatore encefalico,category,02.9,0
02.98.10,Controllo / programmazione di neurostimolatore encefalico,procedura,02.98,1
02.9Z.00,Altri interventi sul cranio,procedura,02.9Z,1
02.9Z.10,Altri interventi sul sul cervello,procedura,02.9Z,1
02.9Z.20,Altri interventi sulle meningi,procedura,02.9Z,1
03,Interventi sul midollo spinale e sulle strutture del canale vertebrale,chapter,,0
03.0,Esplorazione e decompressione di strutture del canale vertebrale,block,03,0
03.01,Rimozione di corpo estraneo dal canale vertebrale,category,03.0,0
03.01.0C,"Rimozione di corpo estraneo dal canale vertebrale, a cielo aperto",procedura,03.01,1
03.01.Z0,Altra rimozione di corpo estraneo dal canale vertebrale,procedura,03.01,1
03.02,Riapertura di pregressa laminectomia,category,03.0,0
03.02.0C,"Riapertura di pregressa laminectomia, a cielo aperto",procedura,03.02,1
03.02.Z0,Altra riapertura di pregressa laminectomia,procedura,03.02,1
03.03,Laminectomia o laminotomia decompressiva cervicale,category,03.0,0
03.03.1C,Laminectomia o laminotomia cervicale a cielo aperto,procedura,03.03,1
03.03.1M,"Laminectomia o laminotomia cervicale, approccio mininvasivo",procedura,03.03,1
03.03.1Y,Laminectomia o laminotomia cervicale neuroendoscopica (endoscopia spinale),procedura,03.03,1
03.04,Laminectomia o laminotomia decompressiva toracica,category,03.0,0
03.04.1C,Laminectomia o laminotomia toracica a cielo aperto,procedura,03.04,1
03.04.1M,"Laminectomia o laminotomia toracica, approccio mininvasivo",procedura,03.04,1
03.04.1Y,Laminectomia o laminotomia toracica neuroendoscopica (endoscopia spinale),procedura,03.04,1
03.05,Laminectomia o laminotomia decompressiva lombare,category,03.0,0
03.05.1C,Laminectomia o laminotomia lombare a cielo aperto,procedura,03.05,1
03.05.1M,"Laminectomia o laminotomia lombare, approccio mininvasivo",procedura,03.05,1
03.05.1Y,Laminectomia o laminotomia lombare neuroendoscopica (endoscopia spinale),procedura,03.05,1
03.06,Laminectomia o laminotomia decompressiva sacrale,category,03.0,0
03.06.1C,Laminectomia o laminotomia sacrale a cielo aperto,procedura,03.06,1
03.06.1M,"Laminectomia o laminotomia sacrale, approccio mininvasivo",procedura,03.06,1
03.06.1Y,Laminectomia o laminotomia sacrale neuroendoscopica (endoscopia spinale),procedura,03.06,1
03.07,"Laminectomia o laminotomia, numero di segmenti",category,03.0,0
03.07.1W,"Laminectomia o laminotomia, 1 segmento",procedura,03.07,1
03.07.2W,"Laminectomia o laminotomia, 2 segmenti",procedura,03.07,1
03.07.3W,"Laminectomia o laminotomia, 3 segmenti",procedura,03.07,1
03.07.4W,"Laminectomia o laminotomia, 4 segmenti",procedura,03.07,1
03.07.5W,"Laminectomia o laminotomia, 5 segmenti",procedura,03.07,1
03.07.6W,"Laminectomia o laminotomia, 6 segmenti",procedura,03.07,1
03.07.7W,"Laminectomia o laminotomia, 7 segmenti",procedura,03.07,1
03.07.8W,"Laminectomia o laminotomia, 8 segmenti",procedura,03.07,1
03.07.9W,"Laminectomia o laminotomia, 9 segmenti",procedura,03.07,1
03.07.AW,"Laminectomia o laminotomia, 10 o più segmenti",procedura,03.07,1
03.08,Altra laminoplastica,category,03.0,0
03.08.10,"Laminoplastica (cervicale) ""open door""",procedura,03.08,1
03.08.Z0,Altra laminoplastica,procedura,03.08,1
03.09,Altra esplorazione e decompressione del canale vertebrale,category,03.0,0
03.09.10,Esplorazione delle radici spinali,procedura,03.09,1
03.09.20,Incisione del canale vertebrale per drenaggio di liquido epidurale,procedura,03.09,1
03.09.30,Incisione meningi spinali per drenaggio di liquido subdurale,procedura,03.09,1
03.09.40,Incisione del midollo e delle meningi spinali per drenaggio di liquido intramidollare,procedura,03.09,1
03.09.Z0,Altra esplorazione e decompressione del canale vertebrale,procedura,03.09,1
03.1,Sezione delle radici dei nervi intraspinali,block,03,0
03.11,Sezione delle radici dei nervi cervicali,category,03.1,0
03.11.1C,Sezione a cielo aperto delle radici dei nervi cervicali,procedura,03.11,1
03.11.1Y,Sezione neuro-endoscopica delle radici dei nervi cervicali,procedura,03.11,1
03.12,Sezione delle radici dei nervi toracici,category,03.1,0
03.12.1C,Sezione a cielo aperto delle radici dei nervi toracici,procedura,03.12,1
03.12.1Y,Sezione neuro-endoscopica delle radici dei nervi toracici,procedura,03.12,1
03.13,Sezione delle radici dei nervi lombari,category,03.1,0
03.13.1C,Sezione a cielo aperto delle radici dei nervi lombari,procedura,03.13,1
03.13.1Y,Sezione neuro-endoscopica delle radici dei nervi lombari,procedura,03.13,1
03.14,Sezione delle radici dei nervi sacrali,category,03.1,0
03.14.1C,Sezione a cielo aperto delle radici dei nervi sacrali,procedura,03.14,1
03.14.1Y,Sezione neuro-endoscopica delle radici dei nervi sacrali,procedura,03.14,1
03.1Z.00,Altra sezione delle radici dei nervi intraspinali,procedura,03.1Z,1
03.2,Cordotomia,block,03,0
03.21,Cordotomia percutanea,category,03.2,0
03.21.0P,Cordotomia cervicale percutanea,procedura,03.21,1
03.21.1P,Cordotomia cervicale percutanea stereotassiche,procedura,03.21,1
03.21.2P,Mielotomia longitudinale con radiofrequenze,procedura,03.21,1
03.21.ZP,Altra cordotomia percutanea,procedura,03.21,1
03.29,Altra cordotomia,category,03.2,0
03.29.0P,Trattotomia percutanea del midollo spinale in uno o due stadi,procedura,03.29,1
03.29.1P,Sezione percutanea delle vie lunghe a livello spinale,procedura,03.29,1
03.2Z.00,Altra cordotomia,procedura,03.2Z,1
03.3,Procedure diagnostiche sul midollo spinale e sulle strutture del canale vertebrale,block,03,0
03.31,Rachicentesi,category,03.3,0
03.31.1P,Puntura lombare [rachicentesi] [percutanea],procedura,03.31,1
03.31.2P,Rachicentesi con monitoraggio  della pressione liquorale lombare e sottrazione liquorale,procedura,03.31,1
03.32,Biopsia di lesione spinale,category,03.3,0
03.32.1C,Biopsia a cielo aperto del midollo spinale cervicale,procedura,03.32,1
03.32.2C,Biopsia a cielo aperto del midollo spinale toracico,procedura,03.32,1
03.32.3C,Biopsia a cielo aperto del midollo spinale lombosacrale,procedura,03.32,1
03.32.4C,Biopsia a cielo aperto delle meningi spinali,procedura,03.32,1
03.32.4P,Biopsia percutanea [agobiopsia] delle meningi spinali,procedura,03.32,1
03.32.Z0,Altra biopsia di lesione spinale,procedura,03.32,1
03.3Z.00,Altre procedure diagnostiche sul midollo spinale e sulle strutture del canale vertebrale,procedura,03.3Z,1
03.4,Asportazione o demolizione di lesione del midollo o delle meningi spinali,block,03,0
03.40,Asportazione o demolizione di lesione delle meningi spinali,category,03.4,0
03.40.0C,"Distruzione di lesione delle meningi spinali, a cielo aperto",procedura,03.40,1
03.40.0K,Distruzione radiochirurgica di lesione delle meninigi spinali,procedura,03.40,1
03.40.0Y,"Distruzione di lesione delle meningi spinali, per via neuro-endoscopica",procedura,03.40,1
03.40.1C,"Asportazione di lesione delle meningi spinali, a cielo aperto",procedura,03.40,1
03.40.1Y,"Asportazione di lesione delle meningi spinali, per neuro-endoscopica",procedura,03.40,1
03.40.2C,"Marsupializzazione di cisti delle meningi spinali, a cielo aperto",procedura,03.40,1
03.40.2Y,"Marsupializzazione di cisti delle meningi spinali, per via neuroendoscopica",procedura,03.40,1
03.40.30,Resezione delle meningi spinali,procedura,03.40,1
03.40.40,Raschiamento delle meningi spinali,procedura,03.40,1
03.40.50,Sbrigliamento spinale o delle meningi spinali,procedura,03.40,1
03.40.6B,"Embolizzazione di lesione spinale, per via endovascolare percutanea",procedura,03.40,1
03.41,Asportazione o demolizione di lesione del midollo cervicale,category,03.4,0
03.41.1C,"Asportazione o distruzione di lesione del midollo spinale (intramidollare) cervicale, a cielo aperto",procedura,03.41,1
03.41.2C,"Asportazione o distruzione di lesione delle radici e dei gangli spinali cervicali, a cielo aperto",procedura,03.41,1
03.41.2K,Asportazione o distruzione radiochirurgica di lesione delle radici e dei gangli spinali cervicali,procedura,03.41,1
03.41.Z0,Altra asportazione o demolizione di lesione del midollo cervicale,procedura,03.41,1
03.42,Asportazione o demolizione di lesione del midollo toracico,category,03.4,0
03.42.1C,"Asportazione o distruzione di lesione del midollo spinale (intramidollare) toracico, a cielo aperto",procedura,03.42,1
03.42.2C,"Asportazione o distruzione di lesione delle radici e dei gangli spinali toracici, a cielo aperto",procedura,03.42,1
03.42.2K,Asportazione o distruzione radiochirurgica di lesione delle radici e dei gangli spinali toracici,procedura,03.42,1
03.42.Z0,Altra asportazione o demolizione di lesione del midollo toracico,procedura,03.42,1
03.43,Asportazione o demolizione di lesione del midollo lombare,category,03.4,0
03.43.1C,"Asportazione o distruzione di lesione del midollo spinale (intramidollare) lombare, a cielo aperto",procedura,03.43,1
03.43.2C,"Asportazione o distruzione di lesione delle radici e dei gangli spinali lombari, a cielo aperto",procedura,03.43,1
03.43.2K,Asportazione o distruzione radiochirurgica di lesione delle radici e dei gangli spinali lombari,procedura,03.43,1
03.43.Z0,Altra asportazione o demolizione di lesione del midollo lombare,procedura,03.43,1
03.44,Asportazione o demolizione di lesione del midollo sacrale,category,03.4,0
03.44.1C,"Asportazione o distruzione di lesione del midollo spinale (intramidollare) sacrale, a cielo aperto",procedura,03.44,1
03.44.2C,"Asportazione o distruzione di lesione delle radici e dei gangli spinali sacrali, a cielo aperto",procedura,03.44,1
03.44.2K,Asportazione o distruzione radiochirurgica di lesione delle radici e dei gangli spinali sacrali,procedura,03.44,1
03.44.Z0,Altra asportazione o demolizione di lesione del midollo sacrale,procedura,03.44,1
03.4Z.00,Altra asportazione o demolizione di lesione del midollo o delle meningi spinali,procedura,03.4Z,1
03.5,Interventi di plastica sulle strutture del midollo,block,03,0
03.51,Riparazione di meningocele spinale,category,03.5,0
03.51.0C,Riparazione a cielo aperto di meningocele spinale (spina bifida),procedura,03.51,1
03.52,Riparazione di mielomeningocele spinale,category,03.5,0
03.52.0C,Riparazione a cielo aperto di mielomeningocele spinale (spina bifida),procedura,03.52,1
03.52.0P,Riparazione fetale di mielomeningocele spinale (spina bifida) [percutanea],procedura,03.52,1
03.53,Riparazione di fratture vertebrali,category,03.5,0
03.53.0C,"Riduzione di fratture vertebrali, a cielo aperto",procedura,03.53,1
03.53.1C,"Rimozione di spicule ossee dal canale spinale, a cielo aperto",procedura,03.53,1
03.53.2C,"Rimozione di frammenti ossei affossati, a cielo aperto",procedura,03.53,1
03.53.Z0,Altra riparazione di fratture vertebrali,procedura,03.53,1
03.54,Sezione del filum terminale,category,03.5,0
03.54.0C,"Sezione del filum terminale [per sindorme occulta da ancoraggio midollare (TCS)], a cielo aperto",procedura,03.54,1
03.55,Plastica durale spinale,category,03.5,0
03.55.0C,"Plastica durale spinale con materiale autologo per Sindrome di Chiari, a cielo aperto",procedura,03.55,1
03.56,Riparazione di fistole liquorali spinali,category,03.5,0
03.56.1C,Riparazione a cielo aperto di fistole liquorali spinali,procedura,03.56,1
03.56.1M,Riparazione miniinvasiva di fistole liquorali spinali,procedura,03.56,1
03.59,Altri interventi di riparazione e di plastica sul midollo spinale,category,03.5,0
03.59.1C,"Riparazione di difetto dell'arco vertebrale, a cielo aperto",procedura,03.59,1
03.59.2C,"Chiusura diastematomielia (malformazione spinale - spina bifida), a cielo aperto",procedura,03.59,1
03.59.Z0,Altri interventi di riparazione o di plastica sul midollo spinale,procedura,03.59,1
03.6,Separazione di aderenze del midollo spinale e delle radici dei nervi,block,03,0
03.60.0C,Separazione a cielo aperto di aderenze del midollo spinale e delle radici dei nervi spinali,procedura,03.60,1
03.60.0Y,Separazione neuro-endoscopica chirurgica di aderenze del midollo spinale e delle radici dei nervi spinali,procedura,03.60,1
03.7,Anastomosi spinale,block,03,0
03.71,Anastomosi spinale subaracnoideoperitoneale,category,03.7,0
03.71.0H,Anastomosi [shunt] spinale subaracnoideo-peritoneale,procedura,03.71,1
03.72,Anastomosi spinale subaracnoideo ureterale,category,03.7,0
03.72.0H,Anastomosi [shunt] spinale subaracnoideo-ureterale,procedura,03.72,1
03.73,Revisione o rimozione di anastomosi spinale,category,03.7,0
03.73.10,Revisione di anastomosi [shunt] spinale,procedura,03.73,1
03.73.20,Rimozione di anastomosi [shunt] spinale,procedura,03.73,1
03.79,Altro anastomosi spinale,category,03.7,0
03.79.00,Anastomosi lombo-subaracnoideo,procedura,03.79,1
03.79.10,Anastomosi pleurotecale,procedura,03.79,1
03.79.20,Anastomasi salpingotecale,procedura,03.79,1
03.79.Z0,Altra anastomosi [shunt] spinale,procedura,03.79,1
03.8,Iniezione di farmaci citotossici nel canale vertebrale,block,03,0
03.80.0P,Iniezione percutanea di farmaci citotossici nel canale vertebrale,procedura,03.80,1
03.9,Altri interventi sul midollo e sulle strutture del canale vertebrale,block,03,0
03.90,Inserzione di catetere nel canale vertebrale per infusione di sostanze terapeutiche o palliative,category,03.9,0
03.90.0P,Inserzione percutanea di catetere nello spazio sotto-durale della colonna vertebrale con infusione di farmaco (con creazione di un serbatoio),procedura,03.90,1
03.90.0Y,Inserzione neuro-endoscopica di mezzi per brachiterapia vertebrale [guida stereotassica],procedura,03.90,1
03.90.1P,Inserzione percutanea di catetere nello spazio epidurale della colonna vertebrale con infusione di farmaco,procedura,03.90,1
03.90.1Y,Sostituzione neuro-endoscopica di mezzi per brachiterapia vertebrale [guida stereotassica],procedura,03.90,1
03.90.2P,Inserzione percutanea di catetere nello spazio subaracnoideo della colonna vertebrale con infusione di farmaco,procedura,03.90,1
03.90.3P,Sostituzione di catetere(i) percutaneo utilizzato(i) per per infusione di farmaci (pompa intratecale ed epidurale) nel canale vertebrale (J04),procedura,03.90,1
03.90.Z0,Altra Inserzione (o sostituzione) di catetere nel canale vertebrale per infusione di sostanze terapeutiche o palliative,procedura,03.90,1
03.91,Iniezione di anestetico nel canale vertebrale per analgesia,category,03.9,0
03.91.1P,Infiltrazione paravertebrale epidurale eco-guidata,procedura,03.91,1
03.91.2P,Infiltrazione paravertebrale epidurale a guida radioscopica,procedura,03.91,1
03.91.3P,Infiltrazione paravertebrale epidurale TC-guidata,procedura,03.91,1
03.91.40,Rifornimento di sostanze terapeutiche analgesiche nel canale vertebrale in portatore di catetere peridurale,procedura,03.91,1
03.91.5P,Iniezione di sostanze terapeutiche analgesiche nel canale vertebrale con posizionamento di catetere peridurale/epidurale,procedura,03.91,1
03.91.Z0,Altra iniezione di anestetico nel canale vertebrale,procedura,03.91,1
03.92,Iniezione di altri farmaci nel canale vertebrale,category,03.9,0
03.92.1P,Iniezione (intratecale) di steroidi [pecutanea] nel canale vertebrale,procedura,03.92,1
03.92.2P,Perfusione subaracnoidea con soluzione salina refrigerata [percutanea],procedura,03.92,1
03.92.Z0,Iniezione di altri medicamenti (esclusi anestetici) nel canale vertebrale,procedura,03.92,1
03.93,Impianto o sostituzione di elettrodo/i di neurostimolatore spinale (midollo spinale),category,03.9,0
03.93.10,Controllo / programmazione di neurostimolatore spinale,procedura,03.93,1
03.93.20,Impianto di sistema di neurostimolazione del midollo spinale [elettrodo e generatore di impulsi],procedura,03.93,1
03.93.3C,"Impianto di soli elettrodo/i di neurostimolatore spinale, a cielo aperto",procedura,03.93,1
03.93.3P,Impianto percutaneo di soli elettrodo/i di neurostimolatore spinale [guida imaging],procedura,03.93,1
03.93.3Y,Impianto neuroendoscopico di soli elettrodo/i di neurostimolare spinale,procedura,03.93,1
03.93.4C,"Sostituzione di soli elettrodo/i di neurostimolatore spinale, a cielo aperto",procedura,03.93,1
03.93.4P,Sostituzione percutanea di soli elettrodo/i di neurostimolatore spinale [guida imaging],procedura,03.93,1
03.93.4Y,Sostituzione neuroendoscopica di soli elettrodo/i di neurostimolare spinale,procedura,03.93,1
03.93.50,Impianto di neurostimolatore temporaneo epidurale,procedura,03.93,1
03.93.60,Sostituzione di neurostimolatore temporaneo epidurale,procedura,03.93,1
03.93.Z0,Altro impianto o sostituzione di elettrodo/i di neurostimolatore spinale,procedura,03.93,1
